patent_id,title,abstract,description,country,cpc,cpc_low,cpc_inventive_low,top_terms,url,claims,publication_date,filing_date,priority_date,family_id,applicant,inventors,source,source_status
NZ-239677-A,Diazaspiro(4.5)decane derivatives and pharmaceutical compositions thereof,"New spiro[4.5]decane derivatives which can be used as a medicament and correspond to the formula: 
&lt;IMAGE&gt;
 in which X, A, Y, T, Z, R1, R2, R3, R4, R5 and R6 are as defined in the description. 
&lt;??&gt;These derivatives and their physiologically tolerable salts may be used in therapy, in particular in the treatment of dyslipidaemias, atherosclerosis and pathologies in which membrane lipid peroxidation plays a part in initiation and/or aggravation.",Comp. Specification accepted,New Zealand,C07D513/10; A61P3/06; C07D471/10; A61P9/10; C07D471/10; C07D513/10,C07D513/10; C07D513/02; C07D513/00; C07D; C07; C; A61P3/06; A61P3/00; A61P; A61; A; C07D471/10; C07D471/02; C07D471/00; A61P9/10; A61P9/00,C07D513/10; C07D513/02; C07D513/00; C07D; C07; C; A61P3/06; A61P3/00; A61P; A61; A; C07D471/10; C07D471/02; C07D471/00; A61P9/10; A61P9/00,diazaspiro; pharmaceutical compositions; decane derivatives; derivatives; decane; dyslipidaemias; aggravation; pathologies; atherosclerosis; medicament,https://patents.google.com/patent/NZ239677A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-242759-A,N-substituted azaheterocyclic carboxylic acid derivatives; preparation and pharmaceutical compositions thereof,The invention relates to therapeutically active azaheterocyclic compounds and to pharmaceutical compositions comprising the compounds. The novel compounds are useful in treating a central nervous system ailment related to the GABA uptake.,Comp. Specification accepted,New Zealand,A61P25/08; A61P25/04; A61P25/24; A61P25/00; A61P25/20; A61P25/26; C07D417/12; C07D211/60; C07D413/10; C07D401/12; C07D403/12; C07D417/12; C07D413/10; C07D211/60; C07D403/12; C07D401/12,A61P25/08; A61P25/00; A61P; A61; A; A61P25/04; A61P25/24; A61P25/20; A61P25/26; C07D417/12; C07D417/02; C07D417/00; C07D; C07; C; C07D211/60; C07D211/36; C07D211/06; C07D211/04; C07D211/00; C07D413/10; C07D413/02; C07D413/00; C07D401/12; C07D401/02; C07D401/00; C07D403/12; C07D403/02; C07D403/00,A61P25/08; A61P25/00; A61P; A61; A; A61P25/04; A61P25/24; A61P25/20; A61P25/26; C07D417/12; C07D417/02; C07D417/00; C07D; C07; C; C07D211/60; C07D211/36; C07D211/06; C07D211/04; C07D211/00; C07D413/10; C07D413/02; C07D413/00; C07D401/12; C07D401/02; C07D401/00; C07D403/12; C07D403/02; C07D403/00,ethyl; ethoxy; mixture; dihydro; added; evaporated; compound; formula; acid; mmol,https://patents.google.com/patent/NZ242759A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-243273-A,Hair care compositions comprising ampholytic terpolymers,"Ampholyte terpolymer conditioning additives for hair care products are disclosed which improve wet and dry hair combability, especially detangling and reduced static flyaway, sheen, and fixative properties, especially curl retention. The ampholyte terpolymers may have a weight average molecular weight of from about 10 thousand to 10 million, and comprise (a) from at least 1 to as much as 95 weight percent of a nonionic monomer, (b) from at least 5 to as much as 80 weight percent of a cationic monomer, and (c) from at least 1 to as much as 75 weight percent of an anionic monomer. In a preferred embodiment, the amount of the cationic and anionic components is such that the overall % net charge of the ampholyte terpolymer is between -5.0 and +5.0. The ampholyte terpolymers are added to hair care product formulations in amounts ranging from 0.1-10% by weight. They are particularly compatible with anionic surfactant shampoos, providing clear formulations without the loss of conditioning properties described above.",Comp. Specification accepted,New Zealand,A61Q5/04; Y10S424/02; Y10S424/01; A61K2800/5428; A61K8/8158; A61Q5/06; A61Q5/02; A61K8/8182; A61K8/8158; A61Q5/12; A61Q5/02; A61Q5/12; A61K8/8182; Y10S424/02; A61Q5/04; A61K8/8158; A61K2800/5428; A61Q5/12; A61K8/8182; A61Q5/06; A61Q5/02; Y10S424/01,A61Q5/04; A61Q5/00; A61Q; A61; A; Y10S424/02; Y10S424/00; Y10S; Y10; Y; Y10S424/01; A61K2800/5428; A61K2800/542; A61K2800/54; A61K2800/40; A61K2800/00; A61K; A61K8/8158; A61K8/8141; A61K8/81; A61K8/72; A61K8/18; A61K8/00; A61Q5/06; A61Q5/02; A61K8/8182; A61K8/817; A61Q5/12,A61Q5/04; A61Q5/00; A61Q; A61; A; Y10S424/02; Y10S424/00; Y10S; Y10; Y; Y10S424/01; A61K2800/5428; A61K2800/542; A61K2800/54; A61K2800/40; A61K2800/00; A61K; A61K8/8158; A61K8/8141; A61K8/81; A61K8/72; A61K8/18; A61K8/00; A61Q5/06; A61Q5/02; A61K8/8182; A61K8/817; A61Q5/12,dmdaac; maa; weight percent; acid; metams; anionic; hair; weight; ampholyte; cationic,https://patents.google.com/patent/NZ243273A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-243988-A,Communication between point to point connected circuit mode supports,"Method and arrangement for communication between circuit-mode supporting units (1, 2A, 2B ...) interconnected point-to-point in a sub-network within a communication installation. The point-to-point links (L1, L4) between units are physically structured and temporally governed in identical manner. A communication circuit is incorporated in each unit of the sub-network, regardless of the type of control unit, auxiliary unit or coupler for telephone sets and/or communication terminals. This communication circuit provides for the broadcasting, via the point-to-point links to the other units, of the information coming from time-division multiplexed links connected to it, as well as the switching of bytes addressed to it via these links. &lt;IMAGE&gt;",Comp. Specification accepted,New Zealand,H04Q3/002; H04Q11/04; H04Q11/04; H04Q3/002,H04Q3/002; H04Q3/0016; H04Q3/00; H04Q; H04; H; H04Q11/04; H04Q11/00,H04Q3/002; H04Q3/0016; H04Q3/00; H04Q; H04; H; H04Q11/04; H04Q11/00,node; control; communication; circuit; network; communication circuit; time; point; bytes; connections,https://patents.google.com/patent/NZ243988A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-245799-A,"Cooking utensil having grill, and intermediate liner which doubles as a lid",,Comp. Specification accepted,New Zealand,,,,doubles; grill; lid; cooking utensil; intermediate liner; liner; utensil; cooking,https://patents.google.com/patent/NZ245799A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-247521-A,Roller door drive assembly with dog clutch between motor drive gear and driven shaft,,Comp. Specification accepted,New Zealand,,,,assembly; frame; drive; dog clutch; mounted shaft; electric motor; frame mounted; door; dog; axle,https://patents.google.com/patent/NZ247521A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-247888-A,Purification of ethylenediaminetetra(methylenephosphonic acid),,Comp. Specification accepted,New Zealand,C07F9/025; C07F9/3817; C07F9/6524; C07F9/44; C07F9/3817; C07F9/025; C07F9/6524,C07F9/025; C07F9/02; C07F9/00; C07F; C07; C; C07F9/3817; C07F9/3808; C07F9/3804; C07F9/38; C07F9/28; C07F9/6524; C07F9/547; C07F9/44,C07F9/025; C07F9/02; C07F9/00; C07F; C07; C; C07F9/3817; C07F9/3808; C07F9/3804; C07F9/38; C07F9/28; C07F9/6524; C07F9/547; C07F9/44,solution; edtmp; water; temperature; acid; reflux; mmoles; stirring; dotmp; precipitate,https://patents.google.com/patent/NZ247888A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-248136-A,Plant grafting: forming conical projection and recess on parts to be grafted together,,Comp. Specification accepted,New Zealand,A01G2/32; A01G2/35; A01G2/35; A01G2/32; Y10T83/97; Y10T83/97,A01G2/32; A01G2/30; A01G2/00; A01G; A01; A; A01G2/35; Y10T83/97; Y10T83/00; Y10T; Y10; Y,A01G2/32; A01G2/30; A01G2/00; A01G; A01; A; A01G2/35; Y10T83/97; Y10T83/00; Y10T; Y10; Y,scion; plant part; holder; die member; conical; stock; cutting blade; relative; cutting; grafting,https://patents.google.com/patent/NZ248136A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-248220-A,Winch having a winch drum rotatably mounted on a bollard: gearbox fastened to bollards distal end,,Comp. Specification accepted,New Zealand,B66D1/7484; B66D1/7431; B66D1/7484; B66D1/7431,B66D1/7484; B66D1/74; B66D1/60; B66D1/00; B66D; B66; B; B66D1/7431; B66D1/7421,B66D1/7484; B66D1/74; B66D1/60; B66D1/00; B66D; B66; B; B66D1/7431; B66D1/7421,winch; bollard; drum; drive; gearbox; input drive; drive member; gear; input; winch drum,https://patents.google.com/patent/NZ248220A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-250042-A,Robotic inspection of ophthalmic lenses,"A method and system for automatically inspecting an ophthalmic lens. The method includes the steps of directing a light beam through the lens and onto an array of pixels, and assigning to each pixel a data value representing the intensity of the light beam on the pixel. The data values are then processed according to a predetermined program to determine if the lens contains any one of a group of predetermined conditions.",Comp. Specification accepted,New Zealand,G01M11/0214; G01M11/0221; G01M11/0278; G01M11/0235; A61F9/00; G01M11/0221; G01M11/0214; G01M11/0235; G01M11/0278,G01M11/0214; G01M11/0207; G01M11/02; G01M11/00; G01M; G01; G; G01M11/0221; G01M11/0278; G01M11/0242; G01M11/0235; G01M11/0228; A61F9/00; A61F; A61; A,G01M11/0214; G01M11/0207; G01M11/02; G01M11/00; G01M; G01; G; G01M11/0221; G01M11/0278; G01M11/0242; G01M11/0235; G01M11/0228; A61F9/00; A61F; A61; A,lens; pixels; pixel; image; outside edge; identifying; edge; pixel array; data values; vtn,https://patents.google.com/patent/NZ250042A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-256280-A,Eye graft; method and surgical instrument for forming a volute from donor eye tissue and inserting it into a host eye,A method of transplanting a graft in the subretinal area of a host eye comprises preparing the graft by harvesting from the donor tissue a population of cells in a manner that maintains the population of cells in the same organization and cellular polarity as is present in normal tissue of that type. The population of cells are of a sheet-like form and are assembled with a relatively thin flexible pliable carrier composed of a non-toxic flexible composition which substantially dissolves at body temperature to form a graft. The graft is sufficiently flexible and pliable to be coiled to form a volute (76) without disturbing the organization and polarity of the cells. The method further comprises coiling the graft to form a volute (76) with the convolutions of the volute (76) free of one another for subsequent uncoiling of the graft substantially to its original sheet-like form. An incision is made in the host eye for insertion of the volute (76). The incision in the eye is smaller than the incision that would be required for insertion of the graft in its uncoiled sheet-like form. The volute is inserted one end first into the host eye through the incision and transported to a position between the retina and the underlying tissue. The volute (76) uncoils after its insertion to lie in sheet-like form between the retina and the underlying tissue of the host eye. The incision is then closed.,Comp. Specification accepted,New Zealand,A61L27/3839; A61F2/14; A61L2430/16; A61F9/007; A61F9/00736; A61M2025/0042; A61F9/008; A61F2/02; A61B2017/00969; A61F2/14; A61F9/007,A61L27/3839; A61L27/38; A61L27/36; A61L27/00; A61L; A61; A; A61F2/14; A61F2/02; A61F2/00; A61F; A61L2430/16; A61L2430/00; A61F9/007; A61F9/00; A61F9/00736; A61M2025/0042; A61M25/0021; A61M25/00; A61M; A61F9/008; A61B2017/00969; A61B17/00; A61B,A61L27/3839; A61L27/38; A61L27/36; A61L27/00; A61L; A61; A; A61F2/14; A61F2/02; A61F2/00; A61F; A61L2430/16; A61L2430/00; A61F9/007; A61F9/00; A61F9/00736; A61M2025/0042; A61M25/0021; A61M25/00; A61M; A61F9/008; A61B2017/00969; A61B17/00; A61B,implant; volute; eye; sheet; graft; open end; retina; tissue; host; implement,https://patents.google.com/patent/NZ256280A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-257580-A,Aqueous hair fixing composition comprising particles of a film-forming polymer having carboxylic acid functions and a plasticizing agent,"An aqueous cosmetic hair-setting composition consisting of an aqueous dispersion of: (a) particles of a film-forming polymer having carboxylic acid functions neutralized at a rate of 10-80 % by a non-volatile monobasic agent, said particles having an average diameter of 10-300 nm; and (b) at least one plasticizer. The composition is preferably an aerosol spray, a setting lotion or a styling foam.",Comp. Specification accepted,New Zealand,A61K8/362; A61K8/39; A61K8/34; A61Q5/06; A61K8/731; A61K8/41; A61K8/37; A61K8/894; A61K8/73; A61K8/8129; A61K8/8147; A61K8/044; A61K8/8164; A61K8/8158,A61K8/362; A61K8/36; A61K8/33; A61K8/30; A61K8/18; A61K8/00; A61K; A61; A; A61K8/39; A61K8/34; A61Q5/06; A61Q5/00; A61Q; A61K8/731; A61K8/73; A61K8/72; A61K8/41; A61K8/40; A61K8/37; A61K8/894; A61K8/891; A61K8/89; A61K8/84; A61K8/8129; A61K8/81; A61K8/8147; A61K8/8141; A61K8/044; A61K8/04; A61K8/02; A61K8/8164; A61K8/8158,A61K8/362; A61K8/36; A61K8/33; A61K8/30; A61K8/18; A61K8/00; A61K; A61; A; A61K8/39; A61K8/34; A61Q5/06; A61Q5/00; A61Q; A61K8/731; A61K8/73; A61K8/72; A61K8/41; A61K8/40; A61K8/37; A61K8/894; A61K8/891; A61K8/89; A61K8/84; A61K8/8129; A61K8/81; A61K8/8147; A61K8/8141; A61K8/044; A61K8/04; A61K8/02; A61K8/8164; A61K8/8158,weight; film; composition according; cosmetic composition; forming polymer; agent; carboxylic acid; polymer; acid functions; pseudolatex,https://patents.google.com/patent/NZ257580A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-286895-A,Meat chunk manufacture; uses konjac gel to form an emulsion which is then gellified by heating and finally cut into chunks,,Comp. Specification accepted,New Zealand,A23L17/70; A23L13/20; A23L13/422; A23L13/20; A23L13/422; A23L17/70,A23L17/70; A23L17/00; A23L; A23; A; A23L13/20; A23L13/00; A23L13/422; A23L13/42; A23L13/40,A23L17/70; A23L17/00; A23L; A23; A; A23L13/20; A23L13/00; A23L13/422; A23L13/42; A23L13/40,chunks; meat; emulsion; process according; konjac; mixture; water; firm; temperature; heating,https://patents.google.com/patent/NZ286895A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-297315-A,Device for erecting carton from a collapsed carrier sleeve: upper flaps of carton ride over a cam surface whilst the lower flaps ride under the cam surface,A method and means for opening a collapsed rectilinear carrier sleeve. As the collapsed sleeve is moved through a packaging machine it is partially opened so that the leading panel extends at an angle to the horizontal. A continuous upward force is then delivered to the leading panel to cause the leading panel to pivot up about its upstream fold line until it reaches the vertical. The collapsed sleeve is partially opened by elevating side flaps connected to an upper panel to cause the upper panel to be elevated. One way of accomplishing this is to cause the upper flaps to ride up over a fixed cam surface while lower flaps connected to a lower panel move under the cam to prevent the lower panel from moving in an upward direction.,Comp. Specification accepted,New Zealand,B65B43/265; B31B50/80; B31B50/062; B65B43/32; B31B50/062; B65B43/265; B31B50/80,B65B43/265; B65B43/26; B65B43/00; B65B; B65; B; B31B50/80; B31B50/76; B31B50/74; B31B50/00; B31B; B31; B31B50/062; B31B50/06; B31B50/04; B31B50/02; B65B43/32,B65B43/265; B65B43/26; B65B43/00; B65B; B65; B; B31B50/80; B31B50/76; B31B50/74; B31B50/00; B31B; B31; B31B50/062; B31B50/06; B31B50/04; B31B50/02; B65B43/32,panel; sleeve; fold line; collapsed; flaps; leading; carrier; downstream; finger; pushing,https://patents.google.com/patent/NZ297315A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-299111-A,"Two part electrical component, typically light switch plate, with removable rimmed and apertured parts fitting into apertures of body parts",,Comp. Specification accepted,New Zealand,,,,cover; electrical component; device receiving; receiving part; rim; electrical; aperture; electrical device; apertures; front surface,https://patents.google.com/patent/NZ299111A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-300641-A,Multi-disc coupler with toothed steel hardened discs alternated with carbon fiber toothed discs,,Comp. Specification accepted,New Zealand,F16D13/648; F16D43/10; F16H61/0295; F16D43/10; F16H61/0295; F16D13/648,F16D13/648; F16D13/64; F16D13/60; F16D13/58; F16D13/00; F16D; F16; F; F16D43/10; F16D43/08; F16D43/06; F16D43/04; F16D43/02; F16D43/00; F16H61/0295; F16H61/0293; F16H61/02; F16H61/00; F16H,F16D13/648; F16D13/64; F16D13/60; F16D13/58; F16D13/00; F16D; F16; F; F16D43/10; F16D43/08; F16D43/06; F16D43/04; F16D43/02; F16D43/00; F16H61/0295; F16H61/0293; F16H61/02; F16H61/00; F16H,discs; group; disc; teeth; clutch; carbon; transmission; friction; coupling device; rotation,https://patents.google.com/patent/NZ300641A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-302992-A,"Release aid comprising lecithin, an alcohol, a fatty acid or oil, a surfactant and water",,Comp. Specification accepted,New Zealand,C10M2223/041; C10M2207/40; C10M2201/062; C10M2201/105; D21H17/53; C10M2209/107; C10M2207/126; C10M2209/108; C10M2209/12; C10M2201/102; C10M2207/404; C10M2201/087; C10M2207/022; C10M2207/141; C10M173/00; C10M2223/04; C10M2201/02; C10N2050/01; C10M2207/026; C10M2207/027; C10M2209/109; C10M2209/104; C10M2207/129; D21H17/06; C10N2070/02; C10M2207/023; C10M2219/044; D21H17/10; D21H17/72; C10N2050/01; C10M2207/402; C10M2207/021; D21H27/001; D21H17/09; C10M2207/125; C10N2070/02; C10M2209/105; C10M2223/10; C10M2201/10; D21H17/15; C10M173/02; B29C33/60; C10M125/26; C10M129/06; C10M145/34; C10M159/08; C10M125/10; C10M145/38; C10M129/50; C10M129/08; C10M145/36; C10M135/10; C10M145/40; C10M137/04; C10M129/10; C10M2201/10; C10M2207/129; C10M2223/10; C10M2207/026; D21H17/10; C10M2219/044; D21H17/72; C10M2209/104; C10M2207/027; C10M2209/107; C10M2207/402; C10M2207/021; C10M2207/40; D21H17/53; C10M2209/108; C10M2207/141; C10M2201/087; C10M2207/023; C10M2209/12; C10M2223/04; C10M2201/102; D21H17/09; C10M2207/126; C10M2209/109; C10M173/00; B29C33/60; C10M2209/105; D21H17/15; C10M2223/041; D21H17/06; C10M2207/404; C10M2207/022; C10M2207/125; D21H27/001; C10M2201/062; C10M2201/105; C10M173/02; C10M2201/02; C10M129/40,C10M2223/041; C10M2223/04; C10M2223/02; C10M2223/00; C10M; C10; C; C10M2207/40; C10M2207/00; C10M2201/062; C10M2201/06; C10M2201/00; C10M2201/105; C10M2201/10; D21H17/53; D21H17/46; D21H17/33; D21H17/20; D21H17/00; D21H; D21; D; C10M2209/107; C10M2209/103; C10M2209/10; C10M2209/00; C10M2207/126; C10M2207/125; C10M2207/12; C10M2207/10; C10M2209/108; C10M2209/12; C10M2201/102; C10M2207/404; C10M2201/087; C10M2207/022; C10M2207/021; C10M2207/02; C10M2207/141; C10M2207/14; C10M173/00; C10M2201/02; C10N2050/01; C10N2050/00; C10N; C10M2207/026; C10M2207/023; C10M2207/027; C10M2209/109; C10M2209/104; C10M2207/129; D21H17/06; D21H17/05; D21H17/03; C10N2070/02; C10N2070/00; C10M2219/044; C10M2219/04; C10M2219/00; D21H17/10; D21H17/72; D21H17/71; C10M2207/402; D21H27/001; D21H27/00; D21H17/09; C10M2209/105; C10M2223/10; D21H17/15; D21H17/14; C10M173/02; B29C33/60; B29C33/56; B29C33/00; B29C; B29; B; C10M125/26; C10M125/00; C10M129/06; C10M129/04; C10M129/02; C10M129/00; C10M145/34; C10M145/26; C10M145/24; C10M145/18; C10M145/00; C10M159/08; C10M159/02; C10M159/00; C10M125/10; C10M145/38; C10M129/50; C10M129/48; C10M129/26; C10M129/08; C10M145/36; C10M135/10; C10M135/08; C10M135/00; C10M145/40; C10M137/04; C10M137/02; C10M137/00; C10M129/10; C10M129/40; C10M129/38; C10M129/28,C10M2223/041; C10M2223/04; C10M2223/02; C10M2223/00; C10M; C10; C; C10M2207/40; C10M2207/00; C10M2201/062; C10M2201/06; C10M2201/00; C10M2201/105; C10M2201/10; D21H17/53; D21H17/46; D21H17/33; D21H17/20; D21H17/00; D21H; D21; D; C10M2209/107; C10M2209/103; C10M2209/10; C10M2209/00; C10M2207/126; C10M2207/125; C10M2207/12; C10M2207/10; C10M2209/108; C10M2209/12; C10M2201/102; C10M2207/404; C10M2201/087; C10M2207/022; C10M2207/021; C10M2207/02; C10M2207/141; C10M2207/14; C10M173/00; C10M2201/02; C10N2050/01; C10N2050/00; C10N; C10M2207/026; C10M2207/023; C10M2207/027; C10M2209/109; C10M2209/104; C10M2207/129; D21H17/06; D21H17/05; D21H17/03; C10N2070/02; C10N2070/00; C10M2219/044; C10M2219/04; C10M2219/00; D21H17/10; D21H17/72; D21H17/71; C10M2207/402; D21H27/001; D21H27/00; D21H17/09; C10M2209/105; C10M2223/10; D21H17/15; D21H17/14; C10M173/02; B29C33/60; B29C33/56; B29C33/00; B29C; B29; B; C10M125/26; C10M125/00; C10M129/06; C10M129/04; C10M129/02; C10M129/00; C10M145/34; C10M145/26; C10M145/24; C10M145/18; C10M145/00; C10M159/08; C10M159/02; C10M159/00; C10M125/10; C10M145/38; C10M129/50; C10M129/48; C10M129/26; C10M129/08; C10M145/36; C10M135/10; C10M135/08; C10M135/00; C10M145/40; C10M137/04; C10M137/02; C10M137/00; C10M129/10; C10M129/40; C10M129/38; C10M129/28,lecithin; surfactant; alcohol; oil; water; fatty acid; release aid; aid; release; fatty,https://patents.google.com/patent/NZ302992A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-303260-A,Pharmaceutical composition containing selected lanthanum carbonate hydrates,"elected lanthanum carbonate hydrates are said to be administrable into the gastrointestinal tract, to treat hyperphosphataemia in patients with renal failure.  The lanthanides are of the formula La2(CO3)3.xH2O where x is 3, 4, 5 or 6.",Comp. Specification accepted,New Zealand,A61P3/12; A61P7/00; A61P13/12; C01P2002/72; C01F17/247; C01P2002/72; A61K33/24; A61K33/244; C01F17/247; A61K33/244,A61P3/12; A61P3/00; A61P; A61; A; A61P7/00; A61P13/12; A61P13/00; C01P2002/72; C01P2002/70; C01P2002/00; C01P; C01; C; C01F17/247; C01F17/20; C01F17/00; C01F; A61K33/24; A61K33/00; A61K; A61K33/244,A61P3/12; A61P3/00; A61P; A61; A; A61P7/00; A61P13/12; A61P13/00; C01P2002/72; C01P2002/70; C01P2002/00; C01P; C01; C; C01F17/247; C01F17/20; C01F17/00; C01F; A61K33/24; A61K33/00; A61K; A61K33/244,pharmaceutical composition; composition containing; lanthanum carbonate; containing selected; carbonate hydrates; selected lanthanum; hydrates; xh2o; lanthanides; administrable,https://patents.google.com/patent/NZ303260A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-306664-A,Intermediates of camptothecin (CPT-11) or mappicine and their manufacture,"Various intermediates as defined in the specification for preparing camptothecin derivatives, other compounds related to the synthesis of CPT-11 of formula (I) and compounds related to mappicine of formula (II) are claimed. The intermediates are based on 4-keto-pyridine, 2-pyridine-1,3-dioxolane, pyrano[3,4-c]pyridine, pyrano[3,4-c]indolizine or indolizine or on a compound of formula II. Also claimed are the processes for preparing the above compounds.",Comp. Specification accepted,New Zealand,C07D491/04; C07D213/61; C07D405/04; C07D471/14; C07D471/04; C07D213/79; C07D491/14; C07D213/643; A61P35/00; C07D213/64; C07D491/22; C07D213/643; C07D405/04; C07D491/14; C07D213/79; C07D471/14; C07D471/04; C07D213/61; C07D491/04; C07D213/64; C07D471/14,C07D491/04; C07D491/02; C07D491/00; C07D; C07; C; C07D213/61; C07D213/60; C07D213/04; C07D213/02; C07D213/00; C07D405/04; C07D405/02; C07D405/00; C07D471/14; C07D471/12; C07D471/00; C07D471/04; C07D471/02; C07D213/79; C07D213/78; C07D491/14; C07D491/12; C07D213/643; C07D213/64; C07D213/63; C07D213/62; A61P35/00; A61P; A61; A; C07D491/22,C07D491/04; C07D491/02; C07D491/00; C07D; C07; C; C07D213/61; C07D213/60; C07D213/04; C07D213/02; C07D213/00; C07D405/04; C07D405/02; C07D405/00; C07D471/14; C07D471/12; C07D471/00; C07D471/04; C07D471/02; C07D213/79; C07D213/78; C07D491/14; C07D491/12; C07D213/643; C07D213/64; C07D213/63; C07D213/62; A61P35/00; A61P; A61; A; C07D491/22,intermediates; mappicine; cpt; camptothecin; manufacture; pyridine; formula; pyrano; indolizine; preparing,https://patents.google.com/patent/NZ306664A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-307436-A,"Bread dough strip wound into a cone, coated and cooked","An edible food container is formed by wrapping an elongate flat strip of uncooked bread dough around a conically-shaped mandrel to form a plurality of spiral turns with an overlap between adjacent turns of the spiral. The resultant uncooked dough cone is then baked to form an edible, cone-shaped container of soft bread. The bread cone is removed from the mandrel and the hollow interior of the cone is filled with a selected filling.",Comp. Specification accepted,New Zealand,A21C15/025; A21B5/026; A21D13/33; A21D13/33; A21C15/025; A21B5/026; A21B5/02; A21C15/00,A21C15/025; A21C15/02; A21C15/00; A21C; A21; A; A21B5/026; A21B5/02; A21B5/00; A21B; A21D13/33; A21D13/32; A21D13/30; A21D13/00; A21D,A21C15/025; A21C15/02; A21C15/00; A21C; A21; A; A21B5/026; A21B5/02; A21B5/00; A21B; A21D13/33; A21D13/32; A21D13/30; A21D13/00; A21D,cone; strip; mandrel; dough; bread; container; spiral; overlap; baking; turns,https://patents.google.com/patent/NZ307436A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-309560-A,A reversible cysteine protease inhibitor eg cathepsins having 2 n-substituents linked via an ethylenediamine and methods of treating associated diseases,,Comp. Specification accepted,New Zealand,A61P37/00; A61P43/00; A61P33/02; A61P29/00; A61P35/00; A61P25/28; A61P31/04; A61K31/27; C07D295/215; C07D295/26; A61P1/02; A61K31/18; A61K31/5377; A61K31/5375; C07C311/18; A61K38/00; A61P13/02; C07K5/00; A61K31/495; A61P15/00; C07K5/00; C07D295/26; A61K38/04; A61K31/27; C07D295/26; A61K31/5377; A61K31/5375; C07D295/215; A61K31/495; C07C311/18; A61K38/00; C07K5/00; Y02A50/30; Y02A50/30; A61K31/18,A61P37/00; A61P; A61; A; A61P43/00; A61P33/02; A61P33/00; A61P29/00; A61P35/00; A61P25/28; A61P25/00; A61P31/04; A61P31/00; A61K31/27; A61K31/21; A61K31/00; A61K; C07D295/215; C07D295/20; C07D295/16; C07D295/00; C07D; C07; C; C07D295/26; C07D295/22; A61P1/02; A61P1/00; A61K31/18; A61K31/16; A61K31/5377; A61K31/5375; A61K31/535; A61K31/395; A61K31/33; C07C311/18; C07C311/16; C07C311/15; C07C311/00; C07C; A61K38/00; A61P13/02; A61P13/00; C07K5/00; C07K; A61K31/495; A61P15/00; A61K38/04; Y02A50/30; Y02A50/00; Y02A; Y02; Y,A61P37/00; A61P; A61; A; A61P43/00; A61P33/02; A61P33/00; A61P29/00; A61P35/00; A61P25/28; A61P25/00; A61P31/04; A61P31/00; A61K31/27; A61K31/21; A61K31/00; A61K; C07D295/215; C07D295/20; C07D295/16; C07D295/00; C07D; C07; C; C07D295/26; C07D295/22; A61P1/02; A61P1/00; A61K31/18; A61K31/16; A61K31/5377; A61K31/5375; A61K31/535; A61K31/395; A61K31/33; C07C311/18; C07C311/16; C07C311/15; C07C311/00; C07C; A61K38/00; A61P13/02; A61P13/00; C07K5/00; C07K; A61K31/495; A61P15/00; A61K38/04; Y02A50/30; Y02A50/00; Y02A; Y02; Y,cathepsins; ethylenediamine; methods; protease inhibitor; linked via; associated diseases; cysteine protease; substituents linked; treating associated; reversible cysteine,https://patents.google.com/patent/NZ309560A,,,,,,,,Google Patents Public Data,LIVE_DATASET
NZ-310739-A,RNA photocleavage using texaphyrins,A method of light-induced cleavage of a polymer of ribonucleic acid comprising: (a) contacting the polymer with a photosensitive texaphyrin; and (b) exposing the photosensitive texaphyrin to light for a time sufficient to cleave the polymer.,Comp. Specification accepted,New Zealand,A61K51/0497; A61P35/00; A61K41/0042; A61K41/0042; A61K51/0497; A61K41/00,A61K51/0497; A61K51/04; A61K51/02; A61K51/00; A61K; A61; A; A61P35/00; A61P; A61K41/0042; A61K41/00,A61K51/0497; A61K51/04; A61K51/02; A61K51/00; A61K; A61; A; A61P35/00; A61P; A61K41/0042; A61K41/00,texaphyrins; photocleavage; rna; polymer; light; photosensitive texaphyrin; cleave; exposing; contacting; time sufficient,https://patents.google.com/patent/NZ310739A,,,,,,,,Google Patents Public Data,LIVE_DATASET
